=== Preparing candidates for top2 (predictions/candidates/predictions_with_2_acc2.json) ===
  → prepared 10570 entries
[top2] α=0.30, gap<0.05 → exact= 84.08 f1= 90.80 changed=  521 (+112/-133) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.30, gap<0.10 → exact= 83.56 f1= 90.66 changed=  803 (+163/-239) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.30, gap<0.15 → exact= 83.16 f1= 90.47 changed= 1032 (+204/-322) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.30, gap<0.20 → exact= 82.66 f1= 90.28 changed= 1205 (+226/-397) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.30, gap<0.25 → exact= 82.09 f1= 90.10 changed= 1365 (+238/-469) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.40, gap<0.05 → exact= 84.08 f1= 90.80 changed=  521 (+112/-133) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.40, gap<0.10 → exact= 83.56 f1= 90.66 changed=  803 (+163/-239) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.40, gap<0.15 → exact= 83.16 f1= 90.47 changed= 1032 (+204/-322) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.40, gap<0.20 → exact= 82.66 f1= 90.28 changed= 1205 (+226/-397) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.7s]
[top2] α=0.40, gap<0.25 → exact= 82.09 f1= 90.10 changed= 1365 (+238/-469) best_f1= 90.80 (top2, α=0.30, gap<0.05) [0.6s]
[top2] α=0.50, gap<0.05 → exact= 84.36 f1= 91.00 changed=   46 (+13/-4) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.50, gap<0.10 → exact= 84.36 f1= 91.00 changed=   46 (+13/-4) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.50, gap<0.15 → exact= 84.36 f1= 91.00 changed=   46 (+13/-4) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.50, gap<0.20 → exact= 84.36 f1= 91.00 changed=   46 (+13/-4) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.50, gap<0.25 → exact= 84.36 f1= 91.00 changed=   46 (+13/-4) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.60, gap<0.05 → exact= 84.28 f1= 90.93 changed=    0 (+0/-0) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.60, gap<0.10 → exact= 84.28 f1= 90.93 changed=    0 (+0/-0) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.60, gap<0.15 → exact= 84.28 f1= 90.93 changed=    0 (+0/-0) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.60, gap<0.20 → exact= 84.28 f1= 90.93 changed=    0 (+0/-0) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top2] α=0.60, gap<0.25 → exact= 84.28 f1= 90.93 changed=    0 (+0/-0) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]

=== Preparing candidates for top3 (predictions/candidates/predictions_with_3_acc2.json) ===
  → prepared 10570 entries
[top3] α=0.30, gap<0.05 → exact= 83.60 f1= 90.60 changed=  565 (+105/-177) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.30, gap<0.10 → exact= 82.62 f1= 90.25 changed=  888 (+147/-322) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.30, gap<0.15 → exact= 81.68 f1= 89.80 changed= 1158 (+182/-456) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.30, gap<0.20 → exact= 80.94 f1= 89.47 changed= 1362 (+202/-555) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.30, gap<0.25 → exact= 80.18 f1= 89.18 changed= 1549 (+217/-650) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.40, gap<0.05 → exact= 83.81 f1= 90.68 changed=  512 (+103/-152) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.40, gap<0.10 → exact= 83.08 f1= 90.41 changed=  797 (+145/-271) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.40, gap<0.15 → exact= 82.34 f1= 90.07 changed= 1028 (+178/-383) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.40, gap<0.20 → exact= 81.68 f1= 89.78 changed= 1206 (+198/-472) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.40, gap<0.25 → exact= 81.02 f1= 89.53 changed= 1370 (+210/-554) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.50, gap<0.05 → exact= 84.13 f1= 90.83 changed=  386 (+87/-102) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.50, gap<0.10 → exact= 83.92 f1= 90.79 changed=  563 (+122/-160) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.50, gap<0.15 → exact= 83.73 f1= 90.68 changed=  696 (+148/-206) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.50, gap<0.20 → exact= 83.45 f1= 90.57 changed=  791 (+163/-250) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.50, gap<0.25 → exact= 83.19 f1= 90.46 changed=  875 (+169/-284) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.60, gap<0.05 → exact= 84.22 f1= 90.93 changed=  289 (+69/-75) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.60, gap<0.10 → exact= 84.13 f1= 90.94 changed=  410 (+96/-111) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.60, gap<0.15 → exact= 83.97 f1= 90.85 changed=  494 (+108/-140) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.60, gap<0.20 → exact= 83.78 f1= 90.78 changed=  542 (+114/-166) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top3] α=0.60, gap<0.25 → exact= 83.65 f1= 90.75 changed=  588 (+116/-182) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]

=== Preparing candidates for top5 (predictions/candidates/predictions_with_5_acc2.json) ===
  → prepared 10570 entries
[top5] α=0.30, gap<0.05 → exact= 83.48 f1= 90.47 changed=  588 (+113/-197) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.30, gap<0.10 → exact= 82.37 f1= 90.01 changed=  930 (+162/-363) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.30, gap<0.15 → exact= 81.32 f1= 89.53 changed= 1197 (+195/-507) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.30, gap<0.20 → exact= 80.44 f1= 89.11 changed= 1399 (+212/-617) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.30, gap<0.25 → exact= 79.47 f1= 88.67 changed= 1590 (+225/-733) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.40, gap<0.05 → exact= 83.79 f1= 90.65 changed=  496 (+100/-151) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.40, gap<0.10 → exact= 83.03 f1= 90.36 changed=  774 (+145/-277) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.5s]
[top5] α=0.40, gap<0.15 → exact= 82.36 f1= 90.06 changed=  984 (+176/-379) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.40, gap<0.20 → exact= 81.68 f1= 89.73 changed= 1139 (+191/-465) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.40, gap<0.25 → exact= 81.08 f1= 89.47 changed= 1276 (+201/-539) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.50, gap<0.05 → exact= 84.12 f1= 90.83 changed=  402 (+92/-108) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.5s]
[top5] α=0.50, gap<0.10 → exact= 83.70 f1= 90.69 changed=  595 (+129/-190) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.5s]
[top5] α=0.50, gap<0.15 → exact= 83.42 f1= 90.56 changed=  740 (+157/-248) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.50, gap<0.20 → exact= 83.11 f1= 90.41 changed=  838 (+171/-294) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.50, gap<0.25 → exact= 82.77 f1= 90.26 changed=  922 (+177/-336) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.60, gap<0.05 → exact= 84.19 f1= 90.88 changed=  303 (+75/-84) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.5s]
[top5] α=0.60, gap<0.10 → exact= 83.96 f1= 90.82 changed=  433 (+102/-135) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.60, gap<0.15 → exact= 83.91 f1= 90.79 changed=  512 (+120/-159) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.60, gap<0.20 → exact= 83.77 f1= 90.74 changed=  555 (+125/-179) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]
[top5] α=0.60, gap<0.25 → exact= 83.72 f1= 90.72 changed=  584 (+129/-188) best_f1= 91.00 (top2, α=0.50, gap<0.05) [0.6s]

Plain table written to results/hparam_search_top2_3_5_cross.txt

=== SUMMARY TABLE (sorted by F1 desc) ===
Label         Alpha  MinGap     Exact        F1   Changed
---------------------------------------------------------
top2           0.50    0.05     84.36     91.00        46
top2           0.50    0.10     84.36     91.00        46
top2           0.50    0.15     84.36     91.00        46
top2           0.50    0.20     84.36     91.00        46
top2           0.50    0.25     84.36     91.00        46
top3           0.60    0.10     84.13     90.94       410
top3           0.60    0.05     84.22     90.93       289
top2           0.60    0.05     84.28     90.93         0
top2           0.60    0.10     84.28     90.93         0
top2           0.60    0.15     84.28     90.93         0
top2           0.60    0.20     84.28     90.93         0
top2           0.60    0.25     84.28     90.93         0
top5           0.60    0.05     84.19     90.88       303
top3           0.60    0.15     83.97     90.85       494
top3           0.50    0.05     84.13     90.83       386
top5           0.50    0.05     84.12     90.83       402
top5           0.60    0.10     83.96     90.82       433
top2           0.30    0.05     84.08     90.80       521
top2           0.40    0.05     84.08     90.80       521
top3           0.50    0.10     83.92     90.79       563
top5           0.60    0.15     83.91     90.79       512
top3           0.60    0.20     83.78     90.78       542
top3           0.60    0.25     83.65     90.75       588
top5           0.60    0.20     83.77     90.74       555
top5           0.60    0.25     83.72     90.72       584
top5           0.50    0.10     83.70     90.69       595
top3           0.50    0.15     83.73     90.68       696
top3           0.40    0.05     83.81     90.68       512
top2           0.30    0.10     83.56     90.66       803
top2           0.40    0.10     83.56     90.66       803
top5           0.40    0.05     83.79     90.65       496
top3           0.30    0.05     83.60     90.60       565
top3           0.50    0.20     83.45     90.57       791
top5           0.50    0.15     83.42     90.56       740
top5           0.30    0.05     83.48     90.47       588
top2           0.30    0.15     83.16     90.47      1032
top2           0.40    0.15     83.16     90.47      1032
top3           0.50    0.25     83.19     90.46       875
top3           0.40    0.10     83.08     90.41       797
top5           0.50    0.20     83.11     90.41       838
top5           0.40    0.10     83.03     90.36       774
top2           0.30    0.20     82.66     90.28      1205
top2           0.40    0.20     82.66     90.28      1205
top5           0.50    0.25     82.77     90.26       922
top3           0.30    0.10     82.62     90.25       888
top2           0.30    0.25     82.09     90.10      1365
top2           0.40    0.25     82.09     90.10      1365
top3           0.40    0.15     82.34     90.07      1028
top5           0.40    0.15     82.36     90.06       984
top5           0.30    0.10     82.37     90.01       930
top3           0.30    0.15     81.68     89.80      1158
top3           0.40    0.20     81.68     89.78      1206
top5           0.40    0.20     81.68     89.73      1139
top3           0.40    0.25     81.02     89.53      1370
top5           0.30    0.15     81.32     89.53      1197
top5           0.40    0.25     81.08     89.47      1276
top3           0.30    0.20     80.94     89.47      1362
top3           0.30    0.25     80.18     89.18      1549
top5           0.30    0.20     80.44     89.11      1399
top5           0.30    0.25     79.47     88.67      1590
